id_movimento,vlr_transacao_movimento,descricao_transacao_movimento,data_transacao_movimento,id_cartao
144619,433.39,Farmácia - Medicamentos,2023-12-17,34
144620,352.21,Eletrônicos - Acessórios,2023-12-17,88
144621,302.09,Eletrônicos - Acessórios,2023-12-17,135
144622,235.85,Farmácia - Medicamentos,2023-12-17,227
144623,379.6,Restaurante - Refeição,2023-12-17,39
144624,198.03,Supermercado - Compra de alimentos,2023-12-17,95
144625,308.09,E-commerce - Compra online,2023-12-17,151
144626,365.27,Loja de Roupas - Vestuário,2023-12-17,167
144627,299.33,Supermercado - Compra de alimentos,2023-12-17,83
144628,116.98,Eletrônicos - Acessórios,2023-12-17,115
144629,149.46,Cinema - Ingresso,2023-12-17,138
144630,206.21,Farmácia - Medicamentos,2023-12-17,82
144631,476.08,Restaurante - Refeição,2023-12-17,106
144632,354.3,Restaurante - Refeição,2023-12-17,111
144633,399.48,Cinema - Ingresso,2023-12-17,46
144634,306.09,Livraria - Compra de livros,2023-12-17,36
144635,435.45,Cinema - Ingresso,2023-12-17,35
144636,435.77,Cinema - Ingresso,2023-12-17,117
144637,276.66,Farmácia - Medicamentos,2023-12-17,124
144638,353.94,Eletrônicos - Acessórios,2023-12-17,234
144639,133.96,Cinema - Ingresso,2023-12-17,204
144640,109.69,E-commerce - Compra online,2023-12-17,228
144641,491.93,Academia - Mensalidade,2023-12-17,227
144642,61.34,Livraria - Compra de livros,2023-12-17,83
144643,463.8,Loja de Roupas - Vestuário,2023-12-17,119
144644,12.4,Academia - Mensalidade,2023-12-17,17
144645,80.9,Livraria - Compra de livros,2023-12-17,28
144646,169.89,Supermercado - Compra de alimentos,2023-12-17,129
144647,16.64,Academia - Mensalidade,2023-12-17,106
144648,102.64,Academia - Mensalidade,2023-12-17,103
144649,416.86,Academia - Mensalidade,2023-12-17,167
144650,306.38,Loja de Roupas - Vestuário,2023-12-17,212
144651,267.79,E-commerce - Compra online,2023-12-17,44
144652,313.42,Cinema - Ingresso,2023-12-17,20
144653,62.83,E-commerce - Compra online,2023-12-17,145
144654,6.32,Cinema - Ingresso,2023-12-17,164
144655,422.28,Loja de Roupas - Vestuário,2023-12-17,205
144656,152.66,Restaurante - Refeição,2023-12-17,169
144657,49.77,Eletrônicos - Acessórios,2023-12-17,51
144658,23.98,Academia - Mensalidade,2023-12-17,203
144659,287.02,Livraria - Compra de livros,2023-12-17,71
144660,40.91,Loja de Roupas - Vestuário,2023-12-17,33
144661,430.18,E-commerce - Compra online,2023-12-17,197
144662,398.83,Restaurante - Refeição,2023-12-17,54
144663,273.37,E-commerce - Compra online,2023-12-17,142
144664,299.98,Posto de Gasolina - Abastecimento,2023-12-17,25
144665,106.28,Academia - Mensalidade,2023-12-17,67
144666,493.53,Loja de Roupas - Vestuário,2023-12-17,225
144667,392.05,Loja de Roupas - Vestuário,2023-12-17,21
144668,91.55,Farmácia - Medicamentos,2023-12-17,215
144669,174.45,Livraria - Compra de livros,2023-12-17,122
144670,259.01,Cinema - Ingresso,2023-12-17,2
144671,333.04,Farmácia - Medicamentos,2023-12-17,224
144672,208.35,Livraria - Compra de livros,2023-12-17,77
144673,101.56,Livraria - Compra de livros,2023-12-17,185
144674,109.66,Restaurante - Refeição,2023-12-17,131
144675,122.3,Eletrônicos - Acessórios,2023-12-17,47
144676,446.94,Farmácia - Medicamentos,2023-12-17,181
144677,11.92,Eletrônicos - Acessórios,2023-12-17,229
144678,108.45,Livraria - Compra de livros,2023-12-17,132
144679,403.12,Cinema - Ingresso,2023-12-17,226
144680,35.72,Eletrônicos - Acessórios,2023-12-17,227
144681,362.17,Livraria - Compra de livros,2023-12-17,175
144682,319.9,E-commerce - Compra online,2023-12-17,247
144683,58.01,Academia - Mensalidade,2023-12-17,191
144684,274.76,Supermercado - Compra de alimentos,2023-12-17,249
144685,476.71,Farmácia - Medicamentos,2023-12-17,28
144686,373.24,Restaurante - Refeição,2023-12-17,84
144687,405.44,Eletrônicos - Acessórios,2023-12-17,62
144688,12.62,Farmácia - Medicamentos,2023-12-17,193
144689,207.88,Restaurante - Refeição,2023-12-17,76
144690,9.18,E-commerce - Compra online,2023-12-17,33
144691,370.14,Livraria - Compra de livros,2023-12-17,214
144692,222.65,Farmácia - Medicamentos,2023-12-17,173
144693,437.97,Supermercado - Compra de alimentos,2023-12-17,34
144694,102.55,Loja de Roupas - Vestuário,2023-12-17,172
144695,70.63,Academia - Mensalidade,2023-12-17,121
144696,167.18,Posto de Gasolina - Abastecimento,2023-12-17,110
144697,41.62,Loja de Roupas - Vestuário,2023-12-17,67
144698,390.28,Cinema - Ingresso,2023-12-17,46
144699,71.5,E-commerce - Compra online,2023-12-17,227
144700,14.51,Supermercado - Compra de alimentos,2023-12-17,97
144701,460.05,Farmácia - Medicamentos,2023-12-18,73
144702,263.9,Eletrônicos - Acessórios,2023-12-18,191
144703,91.02,E-commerce - Compra online,2023-12-18,204
144704,31.7,Eletrônicos - Acessórios,2023-12-18,62
144705,427.62,Academia - Mensalidade,2023-12-18,31
144706,380.66,Restaurante - Refeição,2023-12-18,240
144707,299.57,Restaurante - Refeição,2023-12-18,178
144708,29.99,E-commerce - Compra online,2023-12-18,30
144709,400.41,Farmácia - Medicamentos,2023-12-18,200
144710,333.13,Posto de Gasolina - Abastecimento,2023-12-18,49
144711,284.91,Livraria - Compra de livros,2023-12-18,223
144712,395.44,Supermercado - Compra de alimentos,2023-12-18,111
144713,184.75,Posto de Gasolina - Abastecimento,2023-12-18,120
144714,71.36,Livraria - Compra de livros,2023-12-18,26
144715,328.04,Livraria - Compra de livros,2023-12-18,97
144716,70.59,Restaurante - Refeição,2023-12-18,100
144717,408.34,Loja de Roupas - Vestuário,2023-12-18,84
144718,106.38,Livraria - Compra de livros,2023-12-18,83
144719,277.56,Posto de Gasolina - Abastecimento,2023-12-18,128
144720,128.4,Farmácia - Medicamentos,2023-12-18,71
144721,50.97,Cinema - Ingresso,2023-12-18,210
144722,310.03,Restaurante - Refeição,2023-12-18,97
144723,427.08,Livraria - Compra de livros,2023-12-18,189
144724,152.79,Cinema - Ingresso,2023-12-18,31
144725,394.04,E-commerce - Compra online,2023-12-18,176
144726,427.29,Cinema - Ingresso,2023-12-18,123
144727,392.71,E-commerce - Compra online,2023-12-18,196
144728,206.87,Eletrônicos - Acessórios,2023-12-18,238
144729,268.53,Livraria - Compra de livros,2023-12-18,159
144730,238.46,Loja de Roupas - Vestuário,2023-12-18,78
144731,178.88,Eletrônicos - Acessórios,2023-12-18,123
144732,261.71,Academia - Mensalidade,2023-12-18,65
144733,453.35,E-commerce - Compra online,2023-12-18,33
144734,495.57,Loja de Roupas - Vestuário,2023-12-18,241
144735,98.46,Livraria - Compra de livros,2023-12-18,134
144736,33.61,Cinema - Ingresso,2023-12-18,196
144737,407.54,E-commerce - Compra online,2023-12-18,112
144738,403.33,Loja de Roupas - Vestuário,2023-12-18,154
144739,259.6,Restaurante - Refeição,2023-12-18,213
144740,70.04,Farmácia - Medicamentos,2023-12-18,222
144741,27.74,Farmácia - Medicamentos,2023-12-18,43
144742,273.91,Loja de Roupas - Vestuário,2023-12-18,67
144743,344.52,Supermercado - Compra de alimentos,2023-12-18,119
144744,150.47,Eletrônicos - Acessórios,2023-12-18,229
144745,351.46,Loja de Roupas - Vestuário,2023-12-18,100
144746,34.46,E-commerce - Compra online,2023-12-18,176
144747,236.9,Posto de Gasolina - Abastecimento,2023-12-18,163
144748,40.12,Supermercado - Compra de alimentos,2023-12-18,148
144749,60.43,Loja de Roupas - Vestuário,2023-12-18,72
144750,214.44,Posto de Gasolina - Abastecimento,2023-12-18,57
144751,381.77,Farmácia - Medicamentos,2023-12-18,29
144752,485.02,Loja de Roupas - Vestuário,2023-12-18,53
144753,250.62,Posto de Gasolina - Abastecimento,2023-12-18,5
144754,146.88,Farmácia - Medicamentos,2023-12-18,13
144755,340.89,Farmácia - Medicamentos,2023-12-18,9
144756,417.09,Farmácia - Medicamentos,2023-12-18,209
144757,197.55,Livraria - Compra de livros,2023-12-18,239
144758,304.28,Cinema - Ingresso,2023-12-18,180
144759,234.18,Supermercado - Compra de alimentos,2023-12-18,236
144760,269.9,Supermercado - Compra de alimentos,2023-12-18,40
144761,67.09,Farmácia - Medicamentos,2023-12-18,19
144762,222.38,Loja de Roupas - Vestuário,2023-12-18,240
144763,377.09,Farmácia - Medicamentos,2023-12-18,61
144764,488.5,Farmácia - Medicamentos,2023-12-18,200
144765,478.41,E-commerce - Compra online,2023-12-18,143
144766,484.94,Loja de Roupas - Vestuário,2023-12-18,51
144767,398.4,Supermercado - Compra de alimentos,2023-12-18,91
144768,492.66,Posto de Gasolina - Abastecimento,2023-12-18,124
144769,268.04,Posto de Gasolina - Abastecimento,2023-12-18,82
144770,416.93,Posto de Gasolina - Abastecimento,2023-12-18,202
144771,98.78,Livraria - Compra de livros,2023-12-18,48
144772,143.61,Restaurante - Refeição,2023-12-18,86
144773,249.86,Posto de Gasolina - Abastecimento,2023-12-18,217
144774,104.48,Supermercado - Compra de alimentos,2023-12-18,132
144775,113.09,Posto de Gasolina - Abastecimento,2023-12-18,72
144776,383.67,Eletrônicos - Acessórios,2023-12-18,130
144777,110.81,Academia - Mensalidade,2023-12-18,10
144778,481.22,Farmácia - Medicamentos,2023-12-18,73
144779,378.31,Farmácia - Medicamentos,2023-12-18,72
144780,421.49,Supermercado - Compra de alimentos,2023-12-18,245
144781,476.0,E-commerce - Compra online,2023-12-18,209
144782,127.41,Academia - Mensalidade,2023-12-18,227
144783,478.56,Eletrônicos - Acessórios,2023-12-18,68
144784,458.9,Farmácia - Medicamentos,2023-12-18,167
144785,258.38,E-commerce - Compra online,2023-12-18,152
144786,252.99,Posto de Gasolina - Abastecimento,2023-12-18,1
144787,413.95,Livraria - Compra de livros,2023-12-18,241
144788,64.12,Livraria - Compra de livros,2023-12-18,124
144789,335.97,Cinema - Ingresso,2023-12-18,205
144790,424.53,Supermercado - Compra de alimentos,2023-12-18,249
144791,173.78,Farmácia - Medicamentos,2023-12-18,67
144792,59.54,Cinema - Ingresso,2023-12-18,20
144793,177.04,Cinema - Ingresso,2023-12-18,186
144794,253.3,Posto de Gasolina - Abastecimento,2023-12-18,44
144795,105.3,Posto de Gasolina - Abastecimento,2023-12-18,168
144796,76.25,Loja de Roupas - Vestuário,2023-12-18,18
144797,259.42,Restaurante - Refeição,2023-12-18,6
144798,113.73,Restaurante - Refeição,2023-12-18,135
144799,278.76,Supermercado - Compra de alimentos,2023-12-18,26
144800,404.46,Restaurante - Refeição,2023-12-18,31
144801,298.26,Cinema - Ingresso,2023-12-19,189
144802,111.02,Farmácia - Medicamentos,2023-12-19,237
144803,139.71,Restaurante - Refeição,2023-12-19,57
144804,415.66,E-commerce - Compra online,2023-12-19,239
144805,137.91,Academia - Mensalidade,2023-12-19,183
144806,202.0,Loja de Roupas - Vestuário,2023-12-19,103
144807,265.63,Livraria - Compra de livros,2023-12-19,105
144808,41.93,Livraria - Compra de livros,2023-12-19,92
144809,322.04,Academia - Mensalidade,2023-12-19,147
144810,165.48,Livraria - Compra de livros,2023-12-19,100
144811,170.52,Cinema - Ingresso,2023-12-19,56
144812,188.21,Restaurante - Refeição,2023-12-19,71
144813,290.79,Livraria - Compra de livros,2023-12-19,19
144814,376.47,Farmácia - Medicamentos,2023-12-19,65
144815,342.29,Livraria - Compra de livros,2023-12-19,230
144816,349.37,E-commerce - Compra online,2023-12-19,134
144817,204.79,Academia - Mensalidade,2023-12-19,79
144818,329.39,Cinema - Ingresso,2023-12-19,66
144819,350.58,Cinema - Ingresso,2023-12-19,139
144820,238.26,Restaurante - Refeição,2023-12-19,88
144821,438.75,E-commerce - Compra online,2023-12-19,157
144822,462.25,Loja de Roupas - Vestuário,2023-12-19,110
144823,141.7,Livraria - Compra de livros,2023-12-19,27
144824,159.52,Supermercado - Compra de alimentos,2023-12-19,191
144825,50.92,Loja de Roupas - Vestuário,2023-12-19,98
144826,55.67,Farmácia - Medicamentos,2023-12-19,242
144827,25.03,Academia - Mensalidade,2023-12-19,181
144828,90.15,Eletrônicos - Acessórios,2023-12-19,45
144829,100.67,E-commerce - Compra online,2023-12-19,95
144830,369.63,Restaurante - Refeição,2023-12-19,162
144831,479.05,Posto de Gasolina - Abastecimento,2023-12-19,70
144832,22.62,Academia - Mensalidade,2023-12-19,94
144833,154.35,Academia - Mensalidade,2023-12-19,86
144834,433.42,Supermercado - Compra de alimentos,2023-12-19,85
144835,99.04,Restaurante - Refeição,2023-12-19,143
144836,398.08,Supermercado - Compra de alimentos,2023-12-19,175
144837,461.41,Posto de Gasolina - Abastecimento,2023-12-19,107
144838,492.57,Academia - Mensalidade,2023-12-19,213
144839,489.24,E-commerce - Compra online,2023-12-19,123
144840,477.9,Cinema - Ingresso,2023-12-19,122
144841,283.36,Academia - Mensalidade,2023-12-19,177
144842,181.13,Posto de Gasolina - Abastecimento,2023-12-19,120
144843,162.76,Cinema - Ingresso,2023-12-19,88
144844,369.21,Posto de Gasolina - Abastecimento,2023-12-19,44
144845,207.05,Supermercado - Compra de alimentos,2023-12-19,72
144846,394.6,Eletrônicos - Acessórios,2023-12-19,218
144847,56.52,Loja de Roupas - Vestuário,2023-12-19,169
144848,85.99,Livraria - Compra de livros,2023-12-19,149
144849,34.14,Posto de Gasolina - Abastecimento,2023-12-19,230
144850,123.8,E-commerce - Compra online,2023-12-19,152
144851,30.2,Academia - Mensalidade,2023-12-19,80
144852,221.72,Loja de Roupas - Vestuário,2023-12-19,215
144853,311.6,Supermercado - Compra de alimentos,2023-12-19,246
144854,88.42,Restaurante - Refeição,2023-12-19,27
144855,282.81,Supermercado - Compra de alimentos,2023-12-19,127
144856,426.54,Cinema - Ingresso,2023-12-19,57
144857,363.49,Restaurante - Refeição,2023-12-19,222
144858,445.36,Restaurante - Refeição,2023-12-19,238
144859,194.04,Academia - Mensalidade,2023-12-19,62
144860,329.06,E-commerce - Compra online,2023-12-19,161
144861,417.09,Supermercado - Compra de alimentos,2023-12-19,111
144862,311.24,Livraria - Compra de livros,2023-12-19,207
144863,275.34,Loja de Roupas - Vestuário,2023-12-19,237
144864,353.91,Cinema - Ingresso,2023-12-19,4
144865,247.87,Posto de Gasolina - Abastecimento,2023-12-19,25
144866,423.33,Cinema - Ingresso,2023-12-19,25
144867,38.97,Posto de Gasolina - Abastecimento,2023-12-19,89
144868,97.9,Posto de Gasolina - Abastecimento,2023-12-19,191
144869,355.78,E-commerce - Compra online,2023-12-19,9
144870,288.92,Posto de Gasolina - Abastecimento,2023-12-19,84
144871,343.89,Farmácia - Medicamentos,2023-12-19,198
144872,476.43,Farmácia - Medicamentos,2023-12-19,179
144873,188.69,Supermercado - Compra de alimentos,2023-12-19,60
144874,168.92,Restaurante - Refeição,2023-12-19,179
144875,115.91,Posto de Gasolina - Abastecimento,2023-12-19,133
144876,473.79,E-commerce - Compra online,2023-12-19,9
144877,110.75,Loja de Roupas - Vestuário,2023-12-19,39
144878,439.78,Cinema - Ingresso,2023-12-19,133
144879,269.15,E-commerce - Compra online,2023-12-19,83
144880,15.34,Loja de Roupas - Vestuário,2023-12-19,59
144881,381.9,Posto de Gasolina - Abastecimento,2023-12-19,49
144882,191.51,Livraria - Compra de livros,2023-12-19,174
144883,439.41,Cinema - Ingresso,2023-12-19,1
144884,284.89,Academia - Mensalidade,2023-12-19,88
144885,18.69,Livraria - Compra de livros,2023-12-19,127
144886,66.44,Posto de Gasolina - Abastecimento,2023-12-19,103
144887,206.55,Livraria - Compra de livros,2023-12-19,47
144888,426.83,Farmácia - Medicamentos,2023-12-19,176
144889,243.36,Academia - Mensalidade,2023-12-19,216
144890,164.38,Supermercado - Compra de alimentos,2023-12-19,248
144891,376.58,Eletrônicos - Acessórios,2023-12-19,114
144892,151.4,Academia - Mensalidade,2023-12-19,238
144893,428.87,Loja de Roupas - Vestuário,2023-12-19,235
144894,122.17,Restaurante - Refeição,2023-12-19,195
144895,30.56,E-commerce - Compra online,2023-12-19,82
144896,448.0,Eletrônicos - Acessórios,2023-12-19,154
144897,366.98,Restaurante - Refeição,2023-12-19,173
144898,495.06,Livraria - Compra de livros,2023-12-19,120
144899,268.34,Academia - Mensalidade,2023-12-19,188
144900,493.78,Livraria - Compra de livros,2023-12-19,228
144901,125.76,Supermercado - Compra de alimentos,2023-12-20,243
144902,483.5,Academia - Mensalidade,2023-12-20,105
144903,76.41,E-commerce - Compra online,2023-12-20,26
144904,429.75,Academia - Mensalidade,2023-12-20,32
144905,227.47,Livraria - Compra de livros,2023-12-20,46
144906,151.23,Eletrônicos - Acessórios,2023-12-20,20
144907,473.61,E-commerce - Compra online,2023-12-20,47
144908,140.09,Loja de Roupas - Vestuário,2023-12-20,244
144909,411.22,Restaurante - Refeição,2023-12-20,45
144910,71.66,Eletrônicos - Acessórios,2023-12-20,111
144911,404.05,Farmácia - Medicamentos,2023-12-20,163
144912,14.57,E-commerce - Compra online,2023-12-20,45
144913,41.01,Eletrônicos - Acessórios,2023-12-20,37
144914,185.27,Restaurante - Refeição,2023-12-20,191
144915,15.57,Restaurante - Refeição,2023-12-20,161
144916,135.62,Livraria - Compra de livros,2023-12-20,18
144917,363.16,Restaurante - Refeição,2023-12-20,48
144918,25.62,Farmácia - Medicamentos,2023-12-20,96
144919,263.44,Posto de Gasolina - Abastecimento,2023-12-20,70
144920,308.75,Restaurante - Refeição,2023-12-20,144
144921,267.04,Academia - Mensalidade,2023-12-20,141
144922,282.78,Farmácia - Medicamentos,2023-12-20,231
144923,382.2,Livraria - Compra de livros,2023-12-20,95
144924,48.79,E-commerce - Compra online,2023-12-20,241
144925,279.09,Eletrônicos - Acessórios,2023-12-20,62
144926,283.26,Restaurante - Refeição,2023-12-20,186
144927,337.92,Eletrônicos - Acessórios,2023-12-20,21
144928,192.45,Academia - Mensalidade,2023-12-20,70
144929,382.91,E-commerce - Compra online,2023-12-20,94
144930,149.27,Supermercado - Compra de alimentos,2023-12-20,180
144931,12.7,Restaurante - Refeição,2023-12-20,146
144932,400.14,E-commerce - Compra online,2023-12-20,213
144933,452.58,Loja de Roupas - Vestuário,2023-12-20,143
144934,472.11,Academia - Mensalidade,2023-12-20,169
144935,377.82,Cinema - Ingresso,2023-12-20,172
144936,164.6,Livraria - Compra de livros,2023-12-20,178
144937,365.86,Posto de Gasolina - Abastecimento,2023-12-20,187
144938,274.38,Farmácia - Medicamentos,2023-12-20,102
144939,140.69,Eletrônicos - Acessórios,2023-12-20,92
144940,444.02,Loja de Roupas - Vestuário,2023-12-20,146
144941,23.11,Eletrônicos - Acessórios,2023-12-20,56
144942,318.74,Farmácia - Medicamentos,2023-12-20,90
144943,367.58,Livraria - Compra de livros,2023-12-20,199
144944,58.4,Posto de Gasolina - Abastecimento,2023-12-20,246
144945,471.36,E-commerce - Compra online,2023-12-20,64
144946,464.28,E-commerce - Compra online,2023-12-20,7
144947,312.27,Livraria - Compra de livros,2023-12-20,36
144948,21.11,E-commerce - Compra online,2023-12-20,133
144949,360.55,Livraria - Compra de livros,2023-12-20,192
144950,392.33,Academia - Mensalidade,2023-12-20,86
144951,327.84,Farmácia - Medicamentos,2023-12-20,27
144952,66.56,Farmácia - Medicamentos,2023-12-20,59
144953,365.35,Academia - Mensalidade,2023-12-20,99
144954,124.47,Restaurante - Refeição,2023-12-20,76
144955,187.14,Cinema - Ingresso,2023-12-20,220
144956,499.09,Restaurante - Refeição,2023-12-20,213
144957,374.08,Loja de Roupas - Vestuário,2023-12-20,80
144958,122.72,Supermercado - Compra de alimentos,2023-12-20,26
144959,445.27,Supermercado - Compra de alimentos,2023-12-20,129
144960,239.54,Supermercado - Compra de alimentos,2023-12-20,72
144961,97.43,Posto de Gasolina - Abastecimento,2023-12-20,80
144962,28.14,Eletrônicos - Acessórios,2023-12-20,47
144963,309.56,Academia - Mensalidade,2023-12-20,20
144964,205.14,Loja de Roupas - Vestuário,2023-12-20,69
144965,86.59,E-commerce - Compra online,2023-12-20,119
144966,151.03,E-commerce - Compra online,2023-12-20,102
144967,420.0,Restaurante - Refeição,2023-12-20,169
144968,228.0,E-commerce - Compra online,2023-12-20,72
144969,266.42,Eletrônicos - Acessórios,2023-12-20,98
144970,54.31,Cinema - Ingresso,2023-12-20,19
144971,232.51,Farmácia - Medicamentos,2023-12-20,50
144972,63.87,E-commerce - Compra online,2023-12-20,145
144973,22.69,Eletrônicos - Acessórios,2023-12-20,228
144974,179.05,Eletrônicos - Acessórios,2023-12-20,108
144975,214.34,Restaurante - Refeição,2023-12-20,230
144976,215.89,Loja de Roupas - Vestuário,2023-12-20,81
144977,370.62,Supermercado - Compra de alimentos,2023-12-20,13
144978,454.0,Farmácia - Medicamentos,2023-12-20,223
144979,377.32,Academia - Mensalidade,2023-12-20,212
144980,64.22,Supermercado - Compra de alimentos,2023-12-20,56
144981,436.61,Eletrônicos - Acessórios,2023-12-20,133
144982,494.06,Farmácia - Medicamentos,2023-12-20,58
144983,241.87,Academia - Mensalidade,2023-12-20,233
144984,470.46,Academia - Mensalidade,2023-12-20,111
144985,290.51,Supermercado - Compra de alimentos,2023-12-20,133
144986,428.98,Supermercado - Compra de alimentos,2023-12-20,20
144987,22.12,E-commerce - Compra online,2023-12-20,148
144988,257.3,E-commerce - Compra online,2023-12-20,210
144989,122.79,Cinema - Ingresso,2023-12-20,91
144990,470.98,Cinema - Ingresso,2023-12-20,43
144991,193.47,E-commerce - Compra online,2023-12-20,174
144992,395.75,Farmácia - Medicamentos,2023-12-20,126
144993,411.83,Loja de Roupas - Vestuário,2023-12-20,249
144994,230.24,Supermercado - Compra de alimentos,2023-12-20,203
144995,302.79,Supermercado - Compra de alimentos,2023-12-20,10
144996,24.83,Posto de Gasolina - Abastecimento,2023-12-20,55
144997,298.28,Supermercado - Compra de alimentos,2023-12-20,119
144998,196.37,E-commerce - Compra online,2023-12-20,97
144999,173.69,Eletrônicos - Acessórios,2023-12-20,221
145000,484.41,Farmácia - Medicamentos,2023-12-20,85
145001,455.44,Loja de Roupas - Vestuário,2023-12-21,170
145002,408.29,Academia - Mensalidade,2023-12-21,88
145003,206.24,Loja de Roupas - Vestuário,2023-12-21,199
145004,345.45,Cinema - Ingresso,2023-12-21,179
145005,471.78,Academia - Mensalidade,2023-12-21,121
145006,153.72,E-commerce - Compra online,2023-12-21,191
145007,18.8,Eletrônicos - Acessórios,2023-12-21,102
145008,298.01,Eletrônicos - Acessórios,2023-12-21,59
145009,334.37,Farmácia - Medicamentos,2023-12-21,102
145010,168.41,Posto de Gasolina - Abastecimento,2023-12-21,190
145011,246.69,Restaurante - Refeição,2023-12-21,85
145012,490.89,Livraria - Compra de livros,2023-12-21,135
145013,254.34,Supermercado - Compra de alimentos,2023-12-21,18
145014,188.25,Farmácia - Medicamentos,2023-12-21,7
145015,132.28,Posto de Gasolina - Abastecimento,2023-12-21,186
145016,449.18,Loja de Roupas - Vestuário,2023-12-21,246
145017,462.5,Restaurante - Refeição,2023-12-21,90
145018,8.18,Loja de Roupas - Vestuário,2023-12-21,185
145019,302.79,Academia - Mensalidade,2023-12-21,25
145020,75.53,Posto de Gasolina - Abastecimento,2023-12-21,7
145021,96.72,E-commerce - Compra online,2023-12-21,18
145022,131.5,Posto de Gasolina - Abastecimento,2023-12-21,13
145023,204.42,Restaurante - Refeição,2023-12-21,206
145024,324.89,Eletrônicos - Acessórios,2023-12-21,223
145025,219.91,Supermercado - Compra de alimentos,2023-12-21,25
145026,355.95,Posto de Gasolina - Abastecimento,2023-12-21,190
145027,439.46,Academia - Mensalidade,2023-12-21,140
145028,304.15,Restaurante - Refeição,2023-12-21,156
145029,433.54,Academia - Mensalidade,2023-12-21,217
145030,266.47,Academia - Mensalidade,2023-12-21,20
145031,430.7,Livraria - Compra de livros,2023-12-21,174
145032,467.63,Livraria - Compra de livros,2023-12-21,94
145033,343.32,E-commerce - Compra online,2023-12-21,47
145034,265.13,Livraria - Compra de livros,2023-12-21,89
145035,300.07,Supermercado - Compra de alimentos,2023-12-21,61
145036,208.08,Farmácia - Medicamentos,2023-12-21,41
145037,493.78,Cinema - Ingresso,2023-12-21,102
145038,187.79,Farmácia - Medicamentos,2023-12-21,139
145039,217.25,Farmácia - Medicamentos,2023-12-21,122
145040,5.99,Cinema - Ingresso,2023-12-21,84
145041,222.27,Farmácia - Medicamentos,2023-12-21,153
145042,22.85,Supermercado - Compra de alimentos,2023-12-21,124
145043,230.36,E-commerce - Compra online,2023-12-21,215
145044,425.49,Restaurante - Refeição,2023-12-21,249
145045,248.81,Livraria - Compra de livros,2023-12-21,17
145046,362.08,Farmácia - Medicamentos,2023-12-21,110
145047,171.37,Posto de Gasolina - Abastecimento,2023-12-21,113
145048,433.14,Restaurante - Refeição,2023-12-21,50
145049,317.8,Livraria - Compra de livros,2023-12-21,52
145050,389.33,E-commerce - Compra online,2023-12-21,72
145051,54.9,Posto de Gasolina - Abastecimento,2023-12-21,151
145052,384.91,Cinema - Ingresso,2023-12-21,23
145053,392.29,Restaurante - Refeição,2023-12-21,74
145054,323.42,Academia - Mensalidade,2023-12-21,60
145055,395.25,Supermercado - Compra de alimentos,2023-12-21,102
145056,5.28,Supermercado - Compra de alimentos,2023-12-21,38
145057,111.13,Cinema - Ingresso,2023-12-21,206
145058,16.4,Loja de Roupas - Vestuário,2023-12-21,144
145059,216.12,Academia - Mensalidade,2023-12-21,135
145060,120.97,Supermercado - Compra de alimentos,2023-12-21,91
145061,306.64,Restaurante - Refeição,2023-12-21,67
145062,92.05,Loja de Roupas - Vestuário,2023-12-21,180
145063,48.38,Cinema - Ingresso,2023-12-21,57
145064,252.64,Academia - Mensalidade,2023-12-21,176
145065,6.26,Loja de Roupas - Vestuário,2023-12-21,108
145066,352.78,Cinema - Ingresso,2023-12-21,197
145067,54.63,Eletrônicos - Acessórios,2023-12-21,173
145068,42.47,Restaurante - Refeição,2023-12-21,13
145069,493.9,Loja de Roupas - Vestuário,2023-12-21,112
145070,488.27,Loja de Roupas - Vestuário,2023-12-21,205
145071,479.56,Supermercado - Compra de alimentos,2023-12-21,222
145072,437.73,Loja de Roupas - Vestuário,2023-12-21,97
145073,56.0,Eletrônicos - Acessórios,2023-12-21,33
145074,65.94,Posto de Gasolina - Abastecimento,2023-12-21,84
145075,446.27,Supermercado - Compra de alimentos,2023-12-21,114
145076,70.82,Livraria - Compra de livros,2023-12-21,87
145077,398.69,Loja de Roupas - Vestuário,2023-12-21,75
145078,420.32,Loja de Roupas - Vestuário,2023-12-21,75
145079,236.41,Academia - Mensalidade,2023-12-21,113
145080,65.02,Loja de Roupas - Vestuário,2023-12-21,93
145081,488.66,Supermercado - Compra de alimentos,2023-12-21,74
145082,91.8,Loja de Roupas - Vestuário,2023-12-21,181
145083,46.4,Supermercado - Compra de alimentos,2023-12-21,13
145084,295.6,Cinema - Ingresso,2023-12-21,210
145085,58.58,Academia - Mensalidade,2023-12-21,122
145086,496.94,Posto de Gasolina - Abastecimento,2023-12-21,154
145087,34.47,Cinema - Ingresso,2023-12-21,120
145088,65.7,Cinema - Ingresso,2023-12-21,34
145089,38.4,Eletrônicos - Acessórios,2023-12-21,45
145090,181.98,Posto de Gasolina - Abastecimento,2023-12-21,157
145091,300.91,E-commerce - Compra online,2023-12-21,46
145092,140.81,Posto de Gasolina - Abastecimento,2023-12-21,135
145093,231.86,Livraria - Compra de livros,2023-12-21,216
145094,304.88,Farmácia - Medicamentos,2023-12-21,125
145095,399.21,Eletrônicos - Acessórios,2023-12-21,248
145096,252.44,Livraria - Compra de livros,2023-12-21,122
145097,391.88,Academia - Mensalidade,2023-12-21,125
145098,58.78,Cinema - Ingresso,2023-12-21,101
145099,449.71,Supermercado - Compra de alimentos,2023-12-21,85
145100,39.99,E-commerce - Compra online,2023-12-21,129
